MicFileName,ALFileName,VocNum,CallType,IndGood
F5_H_200207_0956_5090_Mic.wav,F5_H_200207_0956_5090_AL.wav,5090,Bu,10876
F5_H_200207_0956_5091_Mic.wav,F5_H_200207_0956_5091_AL.wav,5091,Pa,10877
F5_H_200207_0956_5092_Mic.wav,F5_H_200207_0956_5092_AL.wav,5092,Pa,10878
F5_H_200207_0956_5093_Mic.wav,F5_H_200207_0956_5093_AL.wav,5093,Pi,10879
F5_H_200207_0956_5094_Mic.wav,F5_H_200207_0956_5094_AL.wav,5094,Bu,10880
F5_H_200207_0956_5095_Mic.wav,F5_H_200207_0956_5095_AL.wav,5095,Pi,10888
M3_H_200207_0956_5096_Mic.wav,M3_H_200207_0956_5096_AL.wav,5096,Pi,10889
F5_H_200207_0956_5097_Mic.wav,F5_H_200207_0956_5097_AL.wav,5097,Pi,10890
F5_H_200207_0956_5098_Mic.wav,F5_H_200207_0956_5098_AL.wav,5098,Pi,10893
F5_H_200207_0956_5099_Mic.wav,F5_H_200207_0956_5099_AL.wav,5099,Pi,10894
F5_H_200207_0956_5100_Mic.wav,F5_H_200207_0956_5100_AL.wav,5100,Pi,10895
F5_H_200207_0956_5101_Mic.wav,F5_H_200207_0956_5101_AL.wav,5101,Pi,10896
M3_H_200207_0956_5102_Mic.wav,M3_H_200207_0956_5102_AL.wav,5102,Pi,10899
F5_H_200207_0956_5103_Mic.wav,F5_H_200207_0956_5103_AL.wav,5103,Bu,10900
F5_H_200207_0956_5104_Mic.wav,F5_H_200207_0956_5104_AL.wav,5104,Bu,10901
F5_H_200207_0956_5105_Mic.wav,F5_H_200207_0956_5105_AL.wav,5105,Pi,10902
F5_H_200207_0956_5106_Mic.wav,F5_H_200207_0956_5106_AL.wav,5106,Pi,10903
M3_H_200207_0956_5107_Mic.wav,M3_H_200207_0956_5107_AL.wav,5107,Bu,10904
M3_H_200207_0956_5108_Mic.wav,M3_H_200207_0956_5108_AL.wav,5108,Pi,10905
M3_H_200207_0956_5109_Mic.wav,M3_H_200207_0956_5109_AL.wav,5109,Pi,10906
M3_H_200207_0956_5110_Mic.wav,M3_H_200207_0956_5110_AL.wav,5110,Pi,10907
M3_H_200207_0956_5111_Mic.wav,M3_H_200207_0956_5111_AL.wav,5111,Pi,10908
M3_H_200207_0956_5112_Mic.wav,M3_H_200207_0956_5112_AL.wav,5112,Pi,10909
M3_H_200207_0956_5113_Mic.wav,M3_H_200207_0956_5113_AL.wav,5113,Pi,10910
M3_H_200207_0956_5114_Mic.wav,M3_H_200207_0956_5114_AL.wav,5114,Pi,10911
M3_H_200207_0956_5115_Mic.wav,M3_H_200207_0956_5115_AL.wav,5115,Pa,10912
M4_H_200207_0956_5116_Mic.wav,M4_H_200207_0956_5116_AL.wav,5116,Pi,10913
F2_D_200207_0956_5117_Mic.wav,F2_D_200207_0956_5117_AL.wav,5117,Pi,10914
F2_D_200207_0956_5118_Mic.wav,F2_D_200207_0956_5118_AL.wav,5118,Pi,10916
F2_D_200207_0956_5119_Mic.wav,F2_D_200207_0956_5119_AL.wav,5119,Pi,10920
F2_D_200207_0956_5120_Mic.wav,F2_D_200207_0956_5120_AL.wav,5120,Pi,10921
F2_D_200207_0956_5121_Mic.wav,F2_D_200207_0956_5121_AL.wav,5121,Pi,10925
F2_D_200207_0956_5122_Mic.wav,F2_D_200207_0956_5122_AL.wav,5122,Pi,10926
F2_D_200207_0956_5123_Mic.wav,F2_D_200207_0956_5123_AL.wav,5123,Pi,10927
F2_D_200207_0956_5124_Mic.wav,F2_D_200207_0956_5124_AL.wav,5124,Pi,10929
F2_D_200207_0956_5125_Mic.wav,F2_D_200207_0956_5125_AL.wav,5125,Pi,10930
F2_D_200207_0956_5126_Mic.wav,F2_D_200207_0956_5126_AL.wav,5126,Pi,10931
F5_H_200207_0956_5127_Mic.wav,F5_H_200207_0956_5127_AL.wav,5127,Pa,10933
F2_D_200207_0956_5128_Mic.wav,F2_D_200207_0956_5128_AL.wav,5128,LT,10934
F2_D_200207_0956_5129_Mic.wav,F2_D_200207_0956_5129_AL.wav,5129,Pi,10937
F2_D_200207_0956_5130_Mic.wav,F2_D_200207_0956_5130_AL.wav,5130,Pi,10939
F2_D_200207_0956_5131_Mic.wav,F2_D_200207_0956_5131_AL.wav,5131,Pi,10940
F3_D_200207_0956_5132_Mic.wav,F3_D_200207_0956_5132_AL.wav,5132,LPi,10943
F2_D_200207_0956_5133_Mic.wav,F2_D_200207_0956_5133_AL.wav,5133,Pi,10951
F2_D_200207_0956_5134_Mic.wav,F2_D_200207_0956_5134_AL.wav,5134,Pi,10954
F2_D_200207_0956_5135_Mic.wav,F2_D_200207_0956_5135_AL.wav,5135,Pi,10956
F2_D_200207_0956_5136_Mic.wav,F2_D_200207_0956_5136_AL.wav,5136,Un,10962
F2_D_200207_0956_5137_Mic.wav,F2_D_200207_0956_5137_AL.wav,5137,Pi,10963
F2_D_200207_0956_5138_Mic.wav,F2_D_200207_0956_5138_AL.wav,5138,Bu,10964
F2_D_200207_0956_5139_Mic.wav,F2_D_200207_0956_5139_AL.wav,5139,Bu,10966
F2_D_200207_0956_5140_Mic.wav,F2_D_200207_0956_5140_AL.wav,5140,BB,10967
F2_D_200207_0956_5141_Mic.wav,F2_D_200207_0956_5141_AL.wav,5141,Pi,10969
M3_H_200207_0956_5142_Mic.wav,M3_H_200207_0956_5142_AL.wav,5142,Pi,10970
M3_H_200207_0956_5143_Mic.wav,M3_H_200207_0956_5143_AL.wav,5143,Pa,10972
F5_H_200207_0956_5144_Mic.wav,F5_H_200207_0956_5144_AL.wav,5144,Bu,10973
M1_D_200207_0956_5145_Mic.wav,M1_D_200207_0956_5145_AL.wav,5145,Un,10974
M1_D_200207_0956_5146_Mic.wav,M1_D_200207_0956_5146_AL.wav,5146,Un,10975
M1_D_200207_0956_5147_Mic.wav,M1_D_200207_0956_5147_AL.wav,5147,Pi,10976
M3_H_200207_0956_5148_Mic.wav,M3_H_200207_0956_5148_AL.wav,5148,Pi,10977
F2_D_200207_0956_5149_Mic.wav,F2_D_200207_0956_5149_AL.wav,5149,Pi,10978
F1_D_200207_0956_5150_Mic.wav,F1_D_200207_0956_5150_AL.wav,5150,Bu,10979
F5_H_200207_0956_5151_Mic.wav,F5_H_200207_0956_5151_AL.wav,5151,Un,10982
F4_H_200207_0956_5152_Mic.wav,F4_H_200207_0956_5152_AL.wav,5152,Ba,10983
F2_D_200207_0956_5153_Mic.wav,F2_D_200207_0956_5153_AL.wav,5153,SB,10984
M3_H_200207_0956_5154_Mic.wav,M3_H_200207_0956_5154_AL.wav,5154,Un,10985
F5_H_200207_0956_5155_Mic.wav,F5_H_200207_0956_5155_AL.wav,5155,Un,10986
M2_D_200207_0956_5156_Mic.wav,M2_D_200207_0956_5156_AL.wav,5156,Pi,10987
M1_D_200207_0956_5157_Mic.wav,M1_D_200207_0956_5157_AL.wav,5157,Pi,10988
F5_H_200207_0956_5158_Mic.wav,F5_H_200207_0956_5158_AL.wav,5158,Un,10989
M1_D_200207_0956_5159_Mic.wav,M1_D_200207_0956_5159_AL.wav,5159,Un,10992
M3_H_200207_0956_5160_Mic.wav,M3_H_200207_0956_5160_AL.wav,5160,Ra,10993
F5_H_200207_0956_5161_Mic.wav,F5_H_200207_0956_5161_AL.wav,5161,Bu,10994
F2_D_200207_0956_5162_Mic.wav,F2_D_200207_0956_5162_AL.wav,5162,Pi,10996
F5_H_200207_0956_5163_Mic.wav,F5_H_200207_0956_5163_AL.wav,5163,Bu,10999
F6_H_200207_0956_5164_Mic.wav,F6_H_200207_0956_5164_AL.wav,5164,Pi,11005
F3_D_200207_0956_5165_Mic.wav,F3_D_200207_0956_5165_AL.wav,5165,SB,11006
F2_D_200207_0956_5166_Mic.wav,F2_D_200207_0956_5166_AL.wav,5166,SB,11008
F5_H_200207_0956_5167_Mic.wav,F5_H_200207_0956_5167_AL.wav,5167,LT,11010
F5_H_200207_0956_5168_Mic.wav,F5_H_200207_0956_5168_AL.wav,5168,Bu,11011
M2_D_200207_0956_5169_Mic.wav,M2_D_200207_0956_5169_AL.wav,5169,Pi,11012
F3_D_200207_0956_5170_Mic.wav,F3_D_200207_0956_5170_AL.wav,5170,SB,11015
F3_D_200207_0956_5171_Mic.wav,F3_D_200207_0956_5171_AL.wav,5171,SB,11019
F5_H_200207_0956_5172_Mic.wav,F5_H_200207_0956_5172_AL.wav,5172,Bu,11022
F4_H_200207_0956_5173_Mic.wav,F4_H_200207_0956_5173_AL.wav,5173,Bu,11026
M1_D_200207_0956_5174_Mic.wav,M1_D_200207_0956_5174_AL.wav,5174,Bu,11028
F2_D_200207_0956_5175_Mic.wav,F2_D_200207_0956_5175_AL.wav,5175,BB,11030
F3_D_200207_0956_5176_Mic.wav,F3_D_200207_0956_5176_AL.wav,5176,BB,11032
M3_H_200207_0956_5177_Mic.wav,M3_H_200207_0956_5177_AL.wav,5177,Pi,11034
F5_H_200207_0956_5178_Mic.wav,F5_H_200207_0956_5178_AL.wav,5178,Pi,11035
F5_H_200207_0956_5179_Mic.wav,F5_H_200207_0956_5179_AL.wav,5179,Pi,11036
F4_H_200207_0956_5180_Mic.wav,F4_H_200207_0956_5180_AL.wav,5180,Bu,11037
F5_H_200207_0956_5181_Mic.wav,F5_H_200207_0956_5181_AL.wav,5181,Pi,11039
F5_H_200207_0956_5182_Mic.wav,F5_H_200207_0956_5182_AL.wav,5182,Pi,11040
M3_H_200207_0956_5183_Mic.wav,M3_H_200207_0956_5183_AL.wav,5183,Pa,11041
F4_H_200207_0956_5184_Mic.wav,F4_H_200207_0956_5184_AL.wav,5184,LT,11042
F4_H_200207_0956_5185_Mic.wav,F4_H_200207_0956_5185_AL.wav,5185,LT,11044
F4_H_200207_0956_5186_Mic.wav,F4_H_200207_0956_5186_AL.wav,5186,Pi,11045
F4_H_200207_0956_5187_Mic.wav,F4_H_200207_0956_5187_AL.wav,5187,LT,11046
F4_H_200207_0956_5188_Mic.wav,F4_H_200207_0956_5188_AL.wav,5188,Bu,11049
F4_H_200207_0956_5189_Mic.wav,F4_H_200207_0956_5189_AL.wav,5189,Bu,11051
F4_H_200207_0956_5190_Mic.wav,F4_H_200207_0956_5190_AL.wav,5190,Bu,11053
M3_H_200207_0956_5191_Mic.wav,M3_H_200207_0956_5191_AL.wav,5191,Pi,11056
M3_H_200207_0956_5192_Mic.wav,M3_H_200207_0956_5192_AL.wav,5192,Pi,11057
M3_H_200207_0956_5193_Mic.wav,M3_H_200207_0956_5193_AL.wav,5193,Pi,11059
M3_H_200207_0956_5194_Mic.wav,M3_H_200207_0956_5194_AL.wav,5194,Pi,11061
M3_H_200207_0956_5195_Mic.wav,M3_H_200207_0956_5195_AL.wav,5195,Pi,11062
F6_H_200207_0956_5196_Mic.wav,F6_H_200207_0956_5196_AL.wav,5196,Un,11063
M3_H_200207_0956_5197_Mic.wav,M3_H_200207_0956_5197_AL.wav,5197,Pa,11064
F2_D_200207_0956_5198_Mic.wav,F2_D_200207_0956_5198_AL.wav,5198,Pi,11065
F5_H_200207_0956_5199_Mic.wav,F5_H_200207_0956_5199_AL.wav,5199,Tr,11066
F6_H_200207_0956_5200_Mic.wav,F6_H_200207_0956_5200_AL.wav,5200,Un,11068
M2_D_200207_0956_5201_Mic.wav,M2_D_200207_0956_5201_AL.wav,5201,Pi,11069
M2_D_200207_0956_5202_Mic.wav,M2_D_200207_0956_5202_AL.wav,5202,Pi,11073
F6_H_200207_0956_5203_Mic.wav,F6_H_200207_0956_5203_AL.wav,5203,Ba,11076
F6_H_200207_0956_5204_Mic.wav,F6_H_200207_0956_5204_AL.wav,5204,Bu,11079
M1_D_200207_0956_5205_Mic.wav,M1_D_200207_0956_5205_AL.wav,5205,Pa,11081
F3_D_200207_0956_5206_Mic.wav,F3_D_200207_0956_5206_AL.wav,5206,Ba,11083
F2_D_200207_0956_5207_Mic.wav,F2_D_200207_0956_5207_AL.wav,5207,Pi,11086
F2_D_200207_0956_5208_Mic.wav,F2_D_200207_0956_5208_AL.wav,5208,Pi,11090
F2_D_200207_0956_5209_Mic.wav,F2_D_200207_0956_5209_AL.wav,5209,BB,11091
M3_H_200207_0956_5210_Mic.wav,M3_H_200207_0956_5210_AL.wav,5210,Pi,11092
F5_H_200207_0956_5211_Mic.wav,F5_H_200207_0956_5211_AL.wav,5211,Bu,11096
F4_H_200207_0956_5212_Mic.wav,F4_H_200207_0956_5212_AL.wav,5212,Pi,11103
F4_H_200207_0956_5213_Mic.wav,F4_H_200207_0956_5213_AL.wav,5213,Ra,11106
M3_H_200207_0956_5214_Mic.wav,M3_H_200207_0956_5214_AL.wav,5214,Pi,11108
M3_H_200207_0956_5215_Mic.wav,M3_H_200207_0956_5215_AL.wav,5215,Pi,11109
F5_H_200207_0956_5216_Mic.wav,F5_H_200207_0956_5216_AL.wav,5216,Bu,11110
F5_H_200207_0956_5217_Mic.wav,F5_H_200207_0956_5217_AL.wav,5217,Bu,11111
F5_H_200207_0956_5218_Mic.wav,F5_H_200207_0956_5218_AL.wav,5218,Bu,11114
F5_H_200207_0956_5219_Mic.wav,F5_H_200207_0956_5219_AL.wav,5219,Bu,11115
F5_H_200207_0956_5220_Mic.wav,F5_H_200207_0956_5220_AL.wav,5220,Bu,11116
M3_H_200207_0956_5221_Mic.wav,M3_H_200207_0956_5221_AL.wav,5221,Pi,11117
F5_H_200207_0956_5222_Mic.wav,F5_H_200207_0956_5222_AL.wav,5222,Ba,11118
F5_H_200207_0956_5223_Mic.wav,F5_H_200207_0956_5223_AL.wav,5223,Bu,11121
F2_D_200207_0956_5224_Mic.wav,F2_D_200207_0956_5224_AL.wav,5224,Pi,11123
F5_H_200207_0956_5225_Mic.wav,F5_H_200207_0956_5225_AL.wav,5225,Bu,11124
F2_D_200207_0956_5226_Mic.wav,F2_D_200207_0956_5226_AL.wav,5226,Pi,11125
M3_H_200207_0956_5227_Mic.wav,M3_H_200207_0956_5227_AL.wav,5227,Pi,11126
F3_D_200207_0956_5228_Mic.wav,F3_D_200207_0956_5228_AL.wav,5228,Ba,11127
M3_H_200207_0956_5229_Mic.wav,M3_H_200207_0956_5229_AL.wav,5229,Pi,11135
M3_H_200207_0956_5230_Mic.wav,M3_H_200207_0956_5230_AL.wav,5230,LPi,11136
M3_H_200207_0956_5231_Mic.wav,M3_H_200207_0956_5231_AL.wav,5231,Pi,11142
M3_H_200207_0956_5232_Mic.wav,M3_H_200207_0956_5232_AL.wav,5232,Pi,11144
M3_H_200207_0956_5233_Mic.wav,M3_H_200207_0956_5233_AL.wav,5233,Pi,11145
F5_H_200207_0956_5234_Mic.wav,F5_H_200207_0956_5234_AL.wav,5234,Pa,11146
M3_H_200207_0956_5235_Mic.wav,M3_H_200207_0956_5235_AL.wav,5235,Pi,11147
F6_H_200207_0956_5236_Mic.wav,F6_H_200207_0956_5236_AL.wav,5236,SB,11148
F6_H_200207_0956_5237_Mic.wav,F6_H_200207_0956_5237_AL.wav,5237,LT,11149
F5_H_200207_0956_5238_Mic.wav,F5_H_200207_0956_5238_AL.wav,5238,Bu,11150
F5_H_200207_0956_5239_Mic.wav,F5_H_200207_0956_5239_AL.wav,5239,Pa,11151
M1_D_200207_0956_5240_Mic.wav,M1_D_200207_0956_5240_AL.wav,5240,Pi,11152
M1_D_200207_0956_5241_Mic.wav,M1_D_200207_0956_5241_AL.wav,5241,Pi,11153
M1_D_200207_0956_5242_Mic.wav,M1_D_200207_0956_5242_AL.wav,5242,Pi,11155
M4_H_200207_0956_5243_Mic.wav,M4_H_200207_0956_5243_AL.wav,5243,BB,11156
F1_D_200207_0956_5244_Mic.wav,F1_D_200207_0956_5244_AL.wav,5244,BB,11158
F1_D_200207_0956_5245_Mic.wav,F1_D_200207_0956_5245_AL.wav,5245,BB,11161
F1_D_200207_0956_5246_Mic.wav,F1_D_200207_0956_5246_AL.wav,5246,BB,11163
F1_D_200207_0956_5247_Mic.wav,F1_D_200207_0956_5247_AL.wav,5247,LT,11165
F1_D_200207_0956_5248_Mic.wav,F1_D_200207_0956_5248_AL.wav,5248,LT,11166
F1_D_200207_0956_5249_Mic.wav,F1_D_200207_0956_5249_AL.wav,5249,Bu,11168
F1_D_200207_0956_5250_Mic.wav,F1_D_200207_0956_5250_AL.wav,5250,Bu,11169
F5_H_200207_0956_5251_Mic.wav,F5_H_200207_0956_5251_AL.wav,5251,Bu,11170
M3_H_200207_0956_5252_Mic.wav,M3_H_200207_0956_5252_AL.wav,5252,Pi,11171
F2_D_200207_0956_5253_Mic.wav,F2_D_200207_0956_5253_AL.wav,5253,BB,11174
M3_H_200207_0956_5254_Mic.wav,M3_H_200207_0956_5254_AL.wav,5254,Pi,11179
F1_D_200207_0956_5255_Mic.wav,F1_D_200207_0956_5255_AL.wav,5255,SB,11180
F1_D_200207_0956_5256_Mic.wav,F1_D_200207_0956_5256_AL.wav,5256,SB,11183
F1_D_200207_0956_5257_Mic.wav,F1_D_200207_0956_5257_AL.wav,5257,SB,11185
F4_H_200207_0956_5258_Mic.wav,F4_H_200207_0956_5258_AL.wav,5258,BB,11186
F1_D_200207_0956_5259_Mic.wav,F1_D_200207_0956_5259_AL.wav,5259,BB,11187
F1_D_200207_0956_5260_Mic.wav,F1_D_200207_0956_5260_AL.wav,5260,SB,11189
F1_D_200207_0956_5261_Mic.wav,F1_D_200207_0956_5261_AL.wav,5261,SB,11191
F1_D_200207_0956_5262_Mic.wav,F1_D_200207_0956_5262_AL.wav,5262,SB,11194
F1_D_200207_0956_5263_Mic.wav,F1_D_200207_0956_5263_AL.wav,5263,Un,11195
F1_D_200207_0956_5264_Mic.wav,F1_D_200207_0956_5264_AL.wav,5264,SB,11198
F1_D_200207_0956_5265_Mic.wav,F1_D_200207_0956_5265_AL.wav,5265,BB,11206
F1_D_200207_0956_5266_Mic.wav,F1_D_200207_0956_5266_AL.wav,5266,Pi,11207
F1_D_200207_0956_5267_Mic.wav,F1_D_200207_0956_5267_AL.wav,5267,LT,11208
F1_D_200207_0956_5268_Mic.wav,F1_D_200207_0956_5268_AL.wav,5268,Ra,11209
F1_D_200207_0956_5269_Mic.wav,F1_D_200207_0956_5269_AL.wav,5269,Bu,11210
F1_D_200207_0956_5270_Mic.wav,F1_D_200207_0956_5270_AL.wav,5270,Ba,11213
M3_H_200207_0956_5271_Mic.wav,M3_H_200207_0956_5271_AL.wav,5271,Pi,11218
M3_H_200207_0956_5272_Mic.wav,M3_H_200207_0956_5272_AL.wav,5272,Pi,11219
M3_H_200207_0956_5273_Mic.wav,M3_H_200207_0956_5273_AL.wav,5273,Pi,11221
F1_D_200207_0956_5274_Mic.wav,F1_D_200207_0956_5274_AL.wav,5274,SB,11224
M1_D_200207_0956_5275_Mic.wav,M1_D_200207_0956_5275_AL.wav,5275,Un,11228
F1_D_200207_0956_5276_Mic.wav,F1_D_200207_0956_5276_AL.wav,5276,BB,11231
F6_H_200207_0956_5277_Mic.wav,F6_H_200207_0956_5277_AL.wav,5277,SB,11232
F6_H_200207_0956_5278_Mic.wav,F6_H_200207_0956_5278_AL.wav,5278,Ba,11235
F6_H_200207_0956_5279_Mic.wav,F6_H_200207_0956_5279_AL.wav,5279,BB,11236
M3_H_200207_0956_5280_Mic.wav,M3_H_200207_0956_5280_AL.wav,5280,Pi,11241
M3_H_200207_0956_5281_Mic.wav,M3_H_200207_0956_5281_AL.wav,5281,Pi,11242
F4_H_200207_0956_5282_Mic.wav,F4_H_200207_0956_5282_AL.wav,5282,Bu,11244
F2_D_200207_0956_5283_Mic.wav,F2_D_200207_0956_5283_AL.wav,5283,Sq,11245
M2_D_200207_0956_5284_Mic.wav,M2_D_200207_0956_5284_AL.wav,5284,Bu,11246
F1_D_200207_0956_5285_Mic.wav,F1_D_200207_0956_5285_AL.wav,5285,SB,11247
F6_H_200207_0956_5286_Mic.wav,F6_H_200207_0956_5286_AL.wav,5286,BB,11250
M3_H_200207_0956_5287_Mic.wav,M3_H_200207_0956_5287_AL.wav,5287,Pi,11255
M3_H_200207_0956_5288_Mic.wav,M3_H_200207_0956_5288_AL.wav,5288,Pi,11256
M3_H_200207_0956_5289_Mic.wav,M3_H_200207_0956_5289_AL.wav,5289,Pi,11257
M3_H_200207_0956_5290_Mic.wav,M3_H_200207_0956_5290_AL.wav,5290,Pi,11258
F4_H_200207_0956_5291_Mic.wav,F4_H_200207_0956_5291_AL.wav,5291,BB,11259
F1_D_200207_0956_5292_Mic.wav,F1_D_200207_0956_5292_AL.wav,5292,Bu,11265
F1_D_200207_0956_5293_Mic.wav,F1_D_200207_0956_5293_AL.wav,5293,Un,11267
F1_D_200207_0956_5294_Mic.wav,F1_D_200207_0956_5294_AL.wav,5294,LT,11275
M3_H_200207_0956_5295_Mic.wav,M3_H_200207_0956_5295_AL.wav,5295,Pi,11276
M3_H_200207_0956_5296_Mic.wav,M3_H_200207_0956_5296_AL.wav,5296,LPi,11277
M3_H_200207_0956_5297_Mic.wav,M3_H_200207_0956_5297_AL.wav,5297,LPi,11278
M3_H_200207_0956_5298_Mic.wav,M3_H_200207_0956_5298_AL.wav,5298,LPi,11279
M3_H_200207_0956_5299_Mic.wav,M3_H_200207_0956_5299_AL.wav,5299,LPi,11280
F1_D_200207_0956_5300_Mic.wav,F1_D_200207_0956_5300_AL.wav,5300,LT,11281
F1_D_200207_0956_5301_Mic.wav,F1_D_200207_0956_5301_AL.wav,5301,Bu,11282
F1_D_200207_0956_5302_Mic.wav,F1_D_200207_0956_5302_AL.wav,5302,Bu,11284
M2_D_200207_0956_5303_Mic.wav,M2_D_200207_0956_5303_AL.wav,5303,Bu,11285
M3_H_200207_0956_5304_Mic.wav,M3_H_200207_0956_5304_AL.wav,5304,Bu,11286
M2_D_200207_0956_5305_Mic.wav,M2_D_200207_0956_5305_AL.wav,5305,Pa,11287
F1_D_200207_0956_5306_Mic.wav,F1_D_200207_0956_5306_AL.wav,5306,Pa,11288
F1_D_200207_0956_5307_Mic.wav,F1_D_200207_0956_5307_AL.wav,5307,Un,11289
F1_D_200207_0956_5308_Mic.wav,F1_D_200207_0956_5308_AL.wav,5308,Bu,11292
F4_H_200207_0956_5309_Mic.wav,F4_H_200207_0956_5309_AL.wav,5309,BB,11297
M3_H_200207_0956_5310_Mic.wav,M3_H_200207_0956_5310_AL.wav,5310,Pi,11302
F2_D_200207_0956_5311_Mic.wav,F2_D_200207_0956_5311_AL.wav,5311,Pi,11303
F6_H_200207_0956_5312_Mic.wav,F6_H_200207_0956_5312_AL.wav,5312,PB,11306
F4_H_200207_0956_5313_Mic.wav,F4_H_200207_0956_5313_AL.wav,5313,Bu,11309
F6_H_200207_0956_5314_Mic.wav,F6_H_200207_0956_5314_AL.wav,5314,Bu,11310
F6_H_200207_0956_5315_Mic.wav,F6_H_200207_0956_5315_AL.wav,5315,Bu,11313
M3_H_200207_0956_5316_Mic.wav,M3_H_200207_0956_5316_AL.wav,5316,Pi,11315
M4_H_200207_0956_5317_Mic.wav,M4_H_200207_0956_5317_AL.wav,5317,Pi,11316
M3_H_200207_0956_5318_Mic.wav,M3_H_200207_0956_5318_AL.wav,5318,Pi,11318
F4_H_200207_0956_5319_Mic.wav,F4_H_200207_0956_5319_AL.wav,5319,BB,11319
M1_D_200207_0956_5320_Mic.wav,M1_D_200207_0956_5320_AL.wav,5320,Un,11321
M3_H_200207_0956_5321_Mic.wav,M3_H_200207_0956_5321_AL.wav,5321,Pi,11322
M3_H_200207_0956_5322_Mic.wav,M3_H_200207_0956_5322_AL.wav,5322,Pi,11323
F1_D_200207_0956_5323_Mic.wav,F1_D_200207_0956_5323_AL.wav,5323,BB,11324
M1_D_200207_0956_5324_Mic.wav,M1_D_200207_0956_5324_AL.wav,5324,Un,11337
F1_D_200207_0956_5325_Mic.wav,F1_D_200207_0956_5325_AL.wav,5325,BB,11338
M3_H_200207_0956_5326_Mic.wav,M3_H_200207_0956_5326_AL.wav,5326,Pi,11340
M3_H_200207_0956_5327_Mic.wav,M3_H_200207_0956_5327_AL.wav,5327,Pi,11341
M3_H_200207_0956_5328_Mic.wav,M3_H_200207_0956_5328_AL.wav,5328,Pi,11342
M3_H_200207_0956_5329_Mic.wav,M3_H_200207_0956_5329_AL.wav,5329,Pi,11344
F2_D_200207_0956_5330_Mic.wav,F2_D_200207_0956_5330_AL.wav,5330,SB,11345
F2_D_200207_0956_5331_Mic.wav,F2_D_200207_0956_5331_AL.wav,5331,Pi,11350
F2_D_200207_0956_5332_Mic.wav,F2_D_200207_0956_5332_AL.wav,5332,SB,11351
M3_H_200207_0956_5333_Mic.wav,M3_H_200207_0956_5333_AL.wav,5333,Pi,11352
F1_D_200207_0956_5334_Mic.wav,F1_D_200207_0956_5334_AL.wav,5334,Un,11354
M3_H_200207_0956_5335_Mic.wav,M3_H_200207_0956_5335_AL.wav,5335,Pi,11356
F5_H_200207_0956_5336_Mic.wav,F5_H_200207_0956_5336_AL.wav,5336,Bu,11359
F5_H_200207_0956_5337_Mic.wav,F5_H_200207_0956_5337_AL.wav,5337,Bu,11361
F5_H_200207_0956_5338_Mic.wav,F5_H_200207_0956_5338_AL.wav,5338,Bu,11363
F5_H_200207_0956_5339_Mic.wav,F5_H_200207_0956_5339_AL.wav,5339,Bu,11364
M3_H_200207_0956_5340_Mic.wav,M3_H_200207_0956_5340_AL.wav,5340,Un,11365
M3_H_200207_0956_5341_Mic.wav,M3_H_200207_0956_5341_AL.wav,5341,Pi,11367
F6_H_200207_0956_5342_Mic.wav,F6_H_200207_0956_5342_AL.wav,5342,LT,11369
F6_H_200207_0956_5343_Mic.wav,F6_H_200207_0956_5343_AL.wav,5343,LT,11370
M3_H_200207_0956_5344_Mic.wav,M3_H_200207_0956_5344_AL.wav,5344,Pi,11374
M3_H_200207_0956_5345_Mic.wav,M3_H_200207_0956_5345_AL.wav,5345,Pi,11377
M3_H_200207_0956_5346_Mic.wav,M3_H_200207_0956_5346_AL.wav,5346,Pi,11378
F6_H_200207_0956_5347_Mic.wav,F6_H_200207_0956_5347_AL.wav,5347,Bu,11379
F6_H_200207_0956_5348_Mic.wav,F6_H_200207_0956_5348_AL.wav,5348,Bu,11380
F6_H_200207_0956_5349_Mic.wav,F6_H_200207_0956_5349_AL.wav,5349,Bu,11381
M3_H_200207_0956_5350_Mic.wav,M3_H_200207_0956_5350_AL.wav,5350,Pi,11383
M3_H_200207_0956_5351_Mic.wav,M3_H_200207_0956_5351_AL.wav,5351,Pi,11384
M3_H_200207_0956_5352_Mic.wav,M3_H_200207_0956_5352_AL.wav,5352,Pi,11391
M4_H_200207_0956_5353_Mic.wav,M4_H_200207_0956_5353_AL.wav,5353,LT,11394
M4_H_200207_0956_5354_Mic.wav,M4_H_200207_0956_5354_AL.wav,5354,Bu,11395
M4_H_200207_0956_5355_Mic.wav,M4_H_200207_0956_5355_AL.wav,5355,LT,11396
M4_H_200207_0956_5356_Mic.wav,M4_H_200207_0956_5356_AL.wav,5356,LT,11398
M4_H_200207_0956_5357_Mic.wav,M4_H_200207_0956_5357_AL.wav,5357,Bu,11401
M4_H_200207_0956_5358_Mic.wav,M4_H_200207_0956_5358_AL.wav,5358,Bu,11402
M4_H_200207_0956_5359_Mic.wav,M4_H_200207_0956_5359_AL.wav,5359,Bu,11403
M3_H_200207_0956_5360_Mic.wav,M3_H_200207_0956_5360_AL.wav,5360,Pi,11406
M3_H_200207_0956_5361_Mic.wav,M3_H_200207_0956_5361_AL.wav,5361,Pi,11408
M3_H_200207_0956_5362_Mic.wav,M3_H_200207_0956_5362_AL.wav,5362,Pi,11411
M3_H_200207_0956_5363_Mic.wav,M3_H_200207_0956_5363_AL.wav,5363,LPi,11412
M3_H_200207_0956_5364_Mic.wav,M3_H_200207_0956_5364_AL.wav,5364,LPi,11417
